name,alt,city,town
保力溪,,屏東縣,"車城鄉,恆春鎮,牡丹鄉"
吉安溪,,花蓮縣,"花蓮市,吉安鄉"
和平溪,大濁水溪,宜蘭縣,"南澳鄉,花蓮縣秀林鄉"
塔瓦溪,,臺東縣,達仁鄉
朝庸溪,,臺東縣,"大武鄉,達仁鄉"
東埔蚋溪,,南投縣,"竹山鎮,鹿谷鄉"
枋山溪,,屏東縣,"枋山鄉,獅子鄉"
陳有蘭溪,,南投縣,"信義鄉,水里鄉"
安農溪,,宜蘭縣,三星鄉
出水溪,,宜蘭縣,大同鄉
大埔溪,,雲林縣,斗六市
大礁溪,,宜蘭縣,礁溪鄉
頂粗坑溪,,宜蘭縣,員山鄉
松子腳溪,,高雄市,田寮區
六股溪,六股溪排水,桃園市,"新屋區,楊梅區"
豐坪溪,,花蓮縣,卓溪鄉
平林溪,,南投縣,中寮鄉
那拔林溪,那菝林溪,臺南市,新化區
和平溪,,臺東縣,卑南鄉
南澳北溪,,宜蘭縣,蘇澳鎮、南澳鄉
後寮溪,,新北市,雙溪區
魚寮溪,,彰化縣,大城鄉
大湖溪,,宜蘭縣,員山鄉
後堀溪,,臺南市,"南化區,玉井區"
南湖溪,,苗栗縣,大湖鄉
頭汴坑溪,,臺中市,"大里區,太平區,新社區"
阿眉溪,,花蓮縣,富里鄉
石門溪,,新北市,石門區
青潭溪,,新北市,"新店區,石碇區"
紅葉溪,,花蓮縣,"卓溪鄉,萬榮鄉,瑞穗鄉"
濁口溪,,高雄市,"六龜區,茂林區,桃源區"
埔心溪,,桃園市,"蘆竹區,大園區,桃園區"
洋仔厝溪,,彰化縣,"彰化市,花壇鄉,秀水鄉,和美鎮,鹿港鎮"
阿里山溪,,嘉義縣,阿里山鄉
白水溪,,臺南市,白河區
霄裡溪,,新竹縣,新埔鎮
崁頂溪,,臺東縣,關山鎮
樂樂溪,,花蓮縣,"玉里鎮,卓溪鄉"
無名溪,,新北市,深坑區
宜蘭河,宜蘭溪,宜蘭縣,"宜蘭市,壯圍鄉"
萬里溪,,花蓮縣,"萬榮鄉,鳳林鎮"
牛埔溪,牛埔子溪,雲林縣,斗六市
牛埔溪,,屏東縣,
獅子頭溪,,嘉義縣,竹崎鄉
峨眉溪,,苗栗縣,三灣鄉
鹿野溪,,臺東縣,"延平鄉,卑南鄉,鹿野鄉,海端鄉"
草湖溪,,臺中市,"霧峰區,大里區,太平區"
隘寮南溪,,屏東縣,"三地門鄉,瑪家鄉,泰武鄉,霧臺鄉"
大湖口溪,,雲林縣,"大埤鄉,斗南鎮,古坑鄉"
富源溪,,花蓮縣,瑞穗鄉
深坑子溪,,臺南市,關廟區
客雅溪,,新竹縣,寶山鄉
筏子溪,,臺中市,"神岡區,大雅區,烏日區,西屯區,南屯區"
老街溪,,桃園市,"龍潭區,平鎮區,中壢區,大園區"
磺溪,,臺北市,士林區
汶水溪,,苗栗縣,"獅潭鄉,大湖鄉,泰安鄉"
羅東溪,,宜蘭縣,"大同鄉,冬山鄉,三星鄉,羅東鎮"
磺溪,,新北市,金山區
新街溪,石頭溪,桃園市,"龍潭區,平鎮區,中壢區,大園區"
美崙溪,,花蓮縣,"花蓮市,新城鄉,秀林鄉"
知本溪,,臺東縣,"臺東市,太麻里鄉,卑南鄉,金峰鄉"
菜寮溪,,臺南市,左鎮區
粗坑溪,,宜蘭縣,員山鄉
富興溪,,花蓮縣,瑞穗鄉
阿公店溪,,高雄市,"岡山區,燕巢區,阿蓮區,路竹區,永安區,彌陀區"
景美溪,,臺北市,文山區
龜重溪,,臺南市,"柳營區,東山區"
林邊溪,,屏東縣,"泰武鄉,來義鄉,新埤鄉,佳冬鄉,林邊鄉"
南崁溪,,桃園市,"蘆竹區,大園區,桃園區,龜山區"
花蓮溪,,花蓮縣,"秀林鄉,壽豐鄉,萬榮鄉,鳳林鎮,光復鄉"
壽豐溪,,花蓮縣,"壽豐鄉,鳳林鎮"
雙溪,,臺北市,士林區
萬安溪,,臺東縣,池上鄉
楓港溪,,屏東縣,"枋山鄉,獅子鄉"
萬安溪,,屏東縣,萬巒鄉
木瓜溪,,花蓮縣,"秀林鄉,壽豐鄉,吉安鄉"
武洛溪,,屏東縣,"屏東市,九如鄉,鹽埔鄉,里港鄉,高樹鄉"
和平南溪,,宜蘭縣,"南澳鄉,花蓮縣秀林鄉"
立霧溪,,花蓮縣,秀林鄉
西湖溪,,苗栗縣,"後龍鎮,西湖鄉,銅鑼鄉,三義鄉"
荖濃溪,,高雄市,"六龜區,茂林區,桃源區"
石牛溪,,雲林縣,"虎尾鎮,斗南鎮,斗六市,古坑鄉"
竹坑溪,,新北市,三峽區
朴子溪,,嘉義縣,"竹崎鄉,民雄鄉,太保市,新港鄉,六腳鄉,朴子市"
虎尾溪,,雲林縣,"元長鄉,大埤鄉,土庫鎮,虎尾鎮,斗南鎮,斗六市,莿桐鄉,林內鄉,古坑鄉"
許縣溪,,臺南市,新化區
新虎尾溪,,雲林縣,"林內鄉,西螺鎮,二崙鄉,崙背鄉,麥寮鄉,虎尾鎮,土庫鎮,褒忠鄉,東勢鄉,臺西鄉"
貓羅溪,,彰化縣,"彰化市,芬園鄉"
中港溪,,苗栗縣,"竹南鎮,後龍鎮"
後龍溪,,苗栗縣,"公館鄉,苗栗市,頭屋鄉,造橋鄉,後龍鎮"
淡水河,,新北市,"三峽區,鶯歌區,樹林區,土城區,板橋區,三重區,新莊區,蘆洲區,五股區,八里區,淡水區,新店區,深坑區,汐止區,瑞芳區,平溪區,泰山區,石碇區,坪林區,中和區,永和區"
秀姑巒溪,,花蓮縣,"瑞穗鄉,萬榮鄉,玉里鎮,卓溪鄉,富里鄉"
舊虎尾溪,,雲林縣,"四湖鄉,臺西鄉,褒忠鄉,元長鄉,東勢鄉"
卑南溪,,臺東縣,"臺東市,卑南鄉,延平鄉,鹿野鄉,關山鎮,海端鄉,池上鄉"
鳳山溪,前鎮河,高雄市,"大樹區,大寮區,鳥松區,鳳山區,前鎮區"
鳳山溪,,新竹縣,"尖石鄉,關西鎮,新埔鎮,橫山鄉,湖口鄉,竹北市"
新店溪,,新北市,"新店區,中和區,永和區,板橋區"
新店溪,,苗栗縣,獅潭鄉
急水溪,,臺南市,"白河區,新營區,鹽水區,學甲區,柳營區,東山區,北門區,後壁區,六甲區,下營區"
牛稠溪,,嘉義縣,"民雄鄉,竹崎鄉,番路鄉"
鹿寮溪,,臺東縣,"鹿野鄉,延平鄉,海端鄉"
隘寮溪,,屏東縣,"高樹鄉,三地門鄉,瑪家鄉,泰武鄉,霧臺鄉"
南勢溪,,新北市,"烏來區,新店區"
鹿寮溪,,臺南市,東山區
鹿寮溪,友蚋溪,基隆市,七堵區
隘寮溪,,南投縣,草屯鎮
旱溪,,臺中市,東區
東港溪,,屏東縣,"內埔鄉,萬巒鄉,竹田鄉,潮州鎮,萬丹鄉,崁頂鄉,新園鄉,東港鎮"
高屏溪,,高雄市,"林園區,大寮區,大樹區,六龜區,內門區,甲仙區,茂林區,桃源區,那瑪夏區,杉林區"
南港溪,,苗栗縣,"造橋鄉,竹南鎮,頭份市,三灣鄉,南庄鄉,獅潭鄉"
烏溪,大肚溪,臺中市,"霧峰區,烏日區,大肚區,龍井區"
南港溪,,南投縣,魚池鄉
大坑溪,"舊莊溪,東勢坑溪",新北市,汐止區
大坑溪,,臺中市,"北屯區,太平區"
大坑溪,,宜蘭縣,大同鄉
頭前溪,,新竹縣,"五峰鄉,橫山鄉,尖石鄉,芎林鄉,竹北市"
頭前溪,,臺南市,白河區
乾溪,,臺中市,霧峰區
乾溪,里仁溪,屏東縣,牡丹鄉
乾溪,,雲林縣,"斗六市,林內鄉"
茄苳溪,,臺南市,東山區
北港溪,,南投縣,國姓鄉
北港溪,,新北市,汐止區
茄苳溪,,新北市,汐止區
茄苳溪,,桃園市,"龍潭區,桃園區,蘆竹區"
北港溪,,雲林縣,"斗六市,斗南鎮,虎尾鎮,土庫鎮,大埤鄉,元長鄉,北港鎮,口湖鄉,水林鄉,古坑鄉"
基隆河,,臺北市,"士林區,北投區,中山區,松山區,內湖區,南港區"
北勢溪,,屏東縣,枋寮鄉
北勢溪,,新北市,"雙溪區,坪林區,石碇區,新店區"
曾文溪,,臺南市,"楠西區,玉井區,大內區,山上區,善化區,官田區,麻豆區,安定區,西港區,七股區,安南區"
清水溪,,花蓮縣,卓溪鄉
清水溪,,宜蘭縣,"三星鄉,大同鄉"
清水溪,,嘉義縣,竹崎鄉
清水溪,,南投縣,"竹山鎮,雲林縣古坑鄉"
濁水溪,,彰化縣,"大城鄉,竹塘鄉,溪州鄉,田中鎮,二水鄉"
濁水溪,,嘉義縣,"竹崎鄉,番路鄉"
濁水溪,,臺東縣,關山鎮
濁水溪,,高雄市,燕巢區
丁壩,,,
土石清疏,,,
土壩,,,
生態復育工程,,,
沉砂工程,,,
災害復健工程,,,
防砂壩,,,
崩塌地,,,
梳子壩,,,
野溪治理,,,
野溪復建,,,
野溪整治,,,
節制壩,,,
潛壩,,,
整流工,,,
護岸,,,
四季郎溪,,臺中市,和平區
鹽港溪,,苗栗縣,竹南鎮
鹽港溪,,新竹市,香山區
𫙮魚坑溪,,,
上坪攔河堰導水路,,新竹縣,竹東鎮
上林圳,,南投縣,魚池鄉
上茄苳埤,,臺南市,"白河區,後壁區"
上崙排水,,臺南市,仁德區
上寮排水,,高雄市,大寮區
上槺榔溪幹線,,桃園市,新屋區
上橫山支線,,臺中市,大雅區
下大坑,,苗栗縣,公館鄉
下山坑排水,,彰化縣,芬園鄉
下山溪,,臺南市,七股區
下中福支線,,桃園市,蘆竹區
下內立坑溪線,,新竹縣,新埔鎮
下木浪坑,,臺中市,東勢區
下半天排水路,,嘉義縣,太保市、鹿草鄉
下田溪,,桃園市,新屋區
下石門排水幹線,,南投縣,國姓
下圭柔山溪,,新北市,"淡水區,三芝區"
下冷水坑圳,,屏東縣,九如鄉
下冷水坑排水幹線,,屏東縣,屏東市、九如鄉
下坑,,臺中市,石岡區
下坑中排,,高雄市,路竹區
下坑溪,,新北市,雙溪區
下角港溪,,臺東縣,東河鄉
下坪仔排水,,臺中市,新社區
下林厝坑,,臺中市,西屯區
下洲子中排一,,臺南市,安定區
下洲子中排二,,臺南市,安定區
下茄苳排水,,臺南市,後壁區
下員山圳1號支線,,新竹縣,竹東鎮
下員林支線,,臺中市,大雅區
下埔排水,,宜蘭縣,頭城鎮、礁溪鄉
下崁子排水支線,,南投縣,草屯
下崙大排一,,雲林縣,口湖鄉、四湖鄉
下崙大排二,,雲林縣,口湖鄉
下康樂排水,,臺東縣,臺東市
下排坑排水,,新竹縣,新埔鎮
下淡水溪支流,,屏東縣,萬丹鄉
下陰影窩溪,,桃園市,"楊梅區,新屋區"
下勞灣溪,樂合溪,花蓮縣,玉里鎮
下堡區排,頂堡溝,金門縣,金寧鄉
下痢坑,,臺南市,南化區
下塘埤,,桃園市,觀音區
下溪洲分線,,臺中市,神岡區
下溪洲支線,,臺中市,神岡區
下溪洲排水,,臺南市,學甲區
下廍溪,,,
下廓溪,,屏東縣,東港鎮
下橋子頭排水,,臺中市,東區 大里區
下橫坑,,新竹縣,關西鎮
下橫坑,,臺中市,東勢區
下橫坑溪,,新竹縣,關西鎮新力里
下龍貍溪,,屏東縣,車城鄉
下營排水,,臺南市,下營區
丸田溪,,花蓮縣,秀林鄉
久良屏溪,,臺中市,和平區
口社溪,,屏東縣,"高樹鄉,三地門鄉"
口厝排水一號支線,,彰化縣,線西鄉
口厝排水二號支線,,彰化縣,線西鄉
土人頭坑,,臺南市,白河區
土牛溪排水,,苗栗縣,頭份鎮
土地公坑,,彰化縣,員林市
土地公坑,,雲林縣,斗六市
土地公坑,,南投縣,中寮鄉
土地公坑,,臺中市,北屯區
土地公坑,土地公坑溪,南投縣,"中寮鄉,國姓鄉"
土地公坑,土地公坑溪,雲林縣,斗六市
土地公坑,土地公坑溪,臺中市,北屯區
土地公坑,土地公坑溪,彰化縣,員林市
土地公埔一圳,,新竹縣,新埔鎮
土地公埤,,桃園市,觀音區
土地公排水幹線,,桃園市,蘆竹區
土地公溪,,彰化縣,"彰化市,花壇鄉"
土地公溪,,新北市,三峽區
土南坑,,南投縣,國姓鄉
土城子一之二排水,,臺南市,安南區
土城仔排水,,臺南市,安南區
土城埤支線,,臺中市,大里區
土城溪,,苗栗縣,通霄鎮
土埋坑,,臺南市,六甲區
土庫排水,,高雄市,岡山區、路竹區、阿蓮區
土庫排水幹線,,屏東縣,里港鄉
土庫溝排水,,臺南市,歸仁區、仁德區
土庫溪,,臺中市,"南屯區,烏日區"
土庫溪排水,,臺中市,北屯區
土場溪,,新竹縣,五峰鄉
土間厝大排,,雲林縣,北港鎮、水林鄉
土銀溝排水,,雲林縣,麥寮鄉
土濁坑,,南投縣,信義鄉
土龍溝埤,,桃園市,觀音區
士文溪,,屏東縣,春日鄉
大山坑,,臺南市,六甲區
大山溝,,高雄市,田寮區
大不岸溪,,花蓮縣,豐濱鄉
大仁排水支線,,屏東縣,鹽埔鄉
大內坑溪排水,,"新北市,基隆市",
大內排水,,臺南市,大內區
大屯中排,,臺南市,下營區
大牛林坑,,臺南市,南化區
大丘園坑,,彰化縣,二水鄉
大北坑,,新竹縣,新埔鎮
大北坑,,桃園市,龍潭區
大北坑溪,,,
大北勢溪,,高雄市,甲仙區
大古溪,,桃園市,"觀音區,新屋區"
大平坑,,高雄市,美濃區
大平窩溪,,新竹縣,新埔鎮
大甲九圳,,新北市,鶯歌區
大甲排水,,臺南市,仁德區
大甲溪,,宜蘭縣,大同鄉
大甲溪口,,臺中市,大安區
大目幹溪,,臺南市,新化區
大石坑,,南投縣,國姓鄉
大石板溪,,屏東縣,車城鄉
大石股圳,,南投縣,國姓鄉
大光明圳,,宜蘭縣,"冬山鄉,三星鄉"
大吉排水,,宜蘭縣,五結鄉
大宅坑,,臺南市,楠西區
大安圳幹線,,新北市,土城區
大安圳幹線媽祖田支線,,新北市,土城區
大庄支線,,臺中市,梧棲區
大庄排水,,南投縣,名間鄉
大有大排一,,雲林縣,崙背鄉
大池1號排水路,,澎湖縣,西嶼鄉
大池2號排水路,,澎湖縣,西嶼鄉
大竹圍一圳,,新北市,淡水區
大竹溪,,嘉義縣,大埔鄉
大西排水,,苗栗縣,造橋鄉
大冷坑,,南投縣,國姓鄉
大坑,,南投縣,名間鄉
大坑,,苗栗縣,公館鄉
大坑坎幹線,,桃園市,平鎮區
大坑缺溪,,桃園市,龍潭區
大坑排水,,高雄市,大樹區
大坑排水,,苗栗縣,西湖鄉
大坑排水分線,,南投縣,埔里
大坑溝,,高雄市,大樹區
大坑溪,,高雄市,美濃區
大坑溪,,南投縣,竹山鎮
大坑溪,,苗栗縣,通霄鎮
大坑溪,,桃園市,"蘆竹區,龜山區"
大坑溪,,花蓮縣,富里鄉
大坑溪,,新北市,三芝區
大坑溪,,臺北市,南港區
大坑溪排水(右岸),,新北市,汐止區
大坑溪排水(左岸),,臺北市,
大坑溪排水幹線,,桃園市,蘆竹區、龜山區
大沙溪,,花蓮縣,秀林鄉
大肚溪,,新竹縣,"竹東鎮,芎林鄉"
大肚溪大排,,苗栗縣,"造橋鄉,後龍鎮"
大和排水支線,,屏東縣,高樹鄉
大坡池,,臺東縣,池上鄉
大坡溪,,桃園市,新屋區
大坡腳埤,,桃園市,觀音區
大坪圳,,新北市,萬里區
大坪坑,,南投縣,國姓鄉
大坪林西幹線,,新北市,新店區
大坪林東幹線,,新北市,新店區
大坪溪,,臺南市,"關廟區,龍崎區"
大坪溪,,高雄市,田寮區
大東中排,,雲林縣,斗南鎮
大東坑,,新竹縣,"新埔鎮,關西鎮"
大東河,,苗栗縣,南庄鄉
大東勢溪,,苗栗縣,獅潭鄉
大林圳,,南投縣,魚池鄉
大武丁排水幹線,,屏東縣,佳冬鄉
大武溪,,臺東縣,"大武鄉,達仁鄉"
大社支線七號支線,,臺中市,大雅區
大社排水,,高雄市,大社區
大社排水,,臺南市,新市區
大社溪,,屏東縣,三地門鄉
大金面第一湧泉圳,,宜蘭縣,頭城鎮
大金面第二湧泉圳,,宜蘭縣,頭城鎮
大金面湧泉圳,,宜蘭縣,頭城鎮
大南坑,,臺中市,東勢區
大南坑,,新竹縣,北埔鄉
大南河,,苗栗縣,南庄鄉
大南埔圳,,苗栗縣,"三灣鄉,南庄鄉"
大南溪,,臺東縣,卑南鄉
大南澳圳第一幹線,,宜蘭縣,蘇澳鎮
大後溪,托阿沃溪,屏東縣,來義鄉
大後溪,托阿沃溪,,
大洲排水,,臺南市,善化區、新市區、永康區、安南區
大流溪,,屏東縣,牡丹鄉
大禹排水,,花蓮縣,玉里鎮
大茅埔圳,,臺中市,東勢區
大俱來一號圳,,臺東縣,長濱鄉
大埒尾支線,,苗栗縣,後龍鎮
大埔支線,,新北市,三峽區
大埔坑,,臺南市,官田區
大埔美排水,,嘉義縣,大林鎮
大埔美溪,,嘉義縣,大林鎮
大埔厝圳支線,,"臺中縣,臺中市",
大埔埤,,桃園市,大園區
大埔排水,,宜蘭縣,五結鄉
大埔溪,,臺中市,后里區
大埔溪,,,
大峰峰圳,,臺東縣,長濱鄉
大烏溪,,臺東縣,大武鄉
大草埤,,桃園市,觀音區
大草庴埤,,桃園市,桃園區
大草排坑,,苗栗縣,卓蘭鎮
大荖大排,,雲林縣,土庫鎮
大荖藤溪,,高雄市,杉林區
大匏崙溝,,臺南市,大內區
大埤,,苗栗縣,造橋鄉
大埤,,新竹縣,竹東鎮
大埤,,桃園市,觀音區
大埤中排一,,臺南市,下營區
大埤中排二,,臺南市,下營區
大埤中排三,,臺南市,下營區
大埤排水支線,,南投縣,南投
大埤溝,,臺南市,龍崎區
大埤潭,,苗栗縣,大湖鄉
大崎分洪排水,,嘉義縣,民雄鄉
大崙大排,,雲林縣,斗六市
大崙坑,,彰化縣,員林市
大崙湖,,臺北市,內湖區
大崙溝,,高雄市,田寮區
大崙溪,,臺東,
大崙溪,,臺東縣,海端鄉
大崛坑,,臺中市,霧峰區
大梅溪,,屏東縣牡丹鄉,
大深坑,,彰化縣,芬園鄉
大深坑,,桃園市,新屋區
大深坑,,新竹縣,新豐鄉
大清水溪,,花蓮縣,秀林鄉
大莊埤,,桃園市,大園區
大莊排水支線,,南投縣,名間
大鳥溪,,臺東縣,大武鄉
大富排水,,宜蘭縣,壯圍鄉
大智排水,,臺中市,東區 大里區
大湖(十四分坪),,臺北市,內湖區
大湖口溪,,嘉義或雲林,
大湖坑,,臺中市,北屯區
大湖底溪,,嘉義縣,中埔鄉
大湖埤排水,,高雄市,路竹區
大湖排水,,新竹縣,北埔鄉
大湖排水,,宜蘭縣,員山鄉
大湖桶坑,,臺中市,太平區
大湖溝,,苗栗縣,造橋鄉
大湖溪,,新竹縣,北埔鄉
大華大全排水,,花蓮縣,光復鄉
大雅排水,,臺中市,大雅區
大塭寮排水,,臺南市,西港區、七股區
大溪,,宜蘭,
大溪,,屏東縣,三地門鄉
大溪,石門溪,宜蘭縣,大同鄉
大溪,石門溪,,
大溪厝分線,,嘉義市,西區
大溪厝排水,,嘉義市,
大溪溪,,新北市,雙溪區
大溪墘溪,,新北市,石門區
大溪墘溪支線,,新北市,石門區
大窠坑溪,,新北市,泰山區
大窠溪,,新北市,泰山區
大義崙大排,,雲林縣,二崙鄉
大腳腿排水,,臺南市,柳營區
大路關排水幹線,,屏東縣,高樹鄉
大鼎埤,,桃園市,大園區
大慈湖,,新北市,金山區
大榮第二排水,,花蓮縣,鳳林鎮
大漢溪上游,,桃園市,龍潭區
大窩圳,,苗栗縣,大湖鄉
大窩溝,,苗栗縣,後龍鎮
大寮排水,,高雄市,大寮區
大寮排水,,臺南市,佳里區、西港區、七股區
大寮溪,,新竹縣,橫山鄉
大潭,,苗栗縣,造橋鄉
大潭埤,,臺南市,關廟區
大潭排水,,雲林縣,斗六市
大潭排水支線,,苗栗縣,造橋鄉
大輪支線,,臺中市,清水區
大學池,,南投縣,鹿谷鄉
大樹排水,,高雄市,大樹區
大遼排水,,高雄市,岡山區、梓官區、燕巢區
大龜崙圳,,新北市,淡水區
大濱溪,,臺東縣,成功鎮
大礁溪池,,宜蘭縣,員山鄉
大豐溪,,花蓮縣,光復鄉
大寶鎮排水,,嘉義市,
大灣小排二,,臺南市,學甲區
大灣中排,,臺南市,學甲區
大灣排水,,臺南市,永康區
大灣溪,,宜蘭縣,"南澳鄉,蘇澳鎮"
子良廟排水,,臺南市,麻豆區、佳里區
小丁子蘭坑,,新北市,貢寮區
小北勢溪,,高雄市,甲仙區
小半山排水,,南投縣,南投市
小半山排水幹線,(吉利),南投縣,南投
小半山排水幹線─1,(鳳山),南投縣,南投
小瓦黑爾溪,,花蓮縣,秀林鄉
小冷坑,,南投縣,國姓鄉
小坑,,苗栗縣,大湖鄉
小坑仔溪,,雲林縣,斗六市
小坑仔溪,,新北市,石門區
小貝湖,,高雄市,鳥松區
小東坑,,新竹縣,關西鎮
小東河,,苗栗縣,南庄鄉
小東勢溪,,苗栗縣,獅潭鄉
小金面第二湧泉圳,,宜蘭縣,頭城鎮
小門溪,,澎湖,
小南灣坑,,新北市,林口區
小埤,,宜蘭縣,冬山鄉
小埤潭,,苗栗縣,大湖鄉
小清水溪,,花蓮縣,秀林鄉
小雪溪,,臺中市,和平區
小飯壢溪,,桃園市,觀音區
小礁溪,,宜蘭,
山上排水,,臺南市,新市區、山上區、善化區
山下圳支線,,苗栗縣,公館鄉
山子大排,,雲林縣,虎尾鎮
山子中排,,雲林縣,虎尾鎮
山子內大排,,雲林縣,四湖鄉、元長鄉
山子門中排三,,嘉義縣,民雄鄉
山子腳中排,,雲林縣,褒忠鄉、土庫鎮
山子腳排水,,臺南市,柳營區
山中區小排一之一,,嘉義縣,新港鄉
山水1號排水路,,澎湖縣,馬公市
山水2號排水路,,澎湖縣,馬公市
山水3號排水路,,澎湖縣,馬公市
山仔頂排水,,高雄市,鳳山區、大寮區
山外溪區排,,金門縣,金湖鎮
山后區排,,金門縣,金沙鎮
山有麻坑,,桃園市,大溪區
山坑排水,,彰化縣,芬園鄉
山車廣溪,,新北市,烏來區
山坪頂乾坑,,南投縣,竹山鎮
山柑溪,,苗栗縣,苑裡鎮
山柑溪,,臺中市,大甲區
山茶鍋坑,,南投縣,草屯鎮
山崎排水,,新竹縣,新豐鄉
山湖排水,,高雄市,鳥松區
山間溪,,,
山陽排水,,臺中市,大肚區
山黃麻湖溪,,嘉義縣,番路鄉
山腳圳,,南投縣,魚池鄉
山腳巷支線,,臺中市,霧峰區
山腳埤,,臺南市,新化區
山腳排水,,臺中市,龍井區
山寮大排,,雲林縣,臺西鄉
山豬堀下坑,,新北市,三芝區
山豬堀頂坑,,新北市,三芝區
山興圳一支線,,花蓮縣,鳳林鎮
山興圳二支線,,花蓮縣,鳳林鎮
山興圳三支線,,花蓮縣,鳳林鎮
山興圳五支線,,花蓮縣,鳳林鎮
山興圳四支線,,花蓮縣,鳳林鎮
山興排水,,花蓮縣,鳳林鎮
山邊溪排水,,苗栗縣,後龍鎮
工寮坑,,苗栗縣,卓蘭鎮
己人湖溪,,臺中市,北屯區
不老溪,,高雄市,六龜區
不知春排水溝,,南投縣,竹山鎮
中三塊中排,,嘉義縣,東石鄉
中心崙坑,,嘉義縣,大埔鄉
中心漁港,,臺南市,將軍區
中央圳七輪支線,,臺中市,大雅區
中央尖溪,,臺中市,和平區
中央排水,,雲林縣,二崙鄉
中央排水,,嘉義市,
中正湖,,高雄市,美濃區
中田寮二圳,,新北市,淡水區
中甲排水,,高雄市,阿蓮區
中庄排水支線,,屏東縣,枋寮鄉
中西1號排水路,,澎湖縣,湖西鄉
中坑,,雲林縣,斗六市
中坑,,南投縣,仁愛鄉
中坑,,臺中市,和平區
中坑,,桃園市,龜山區
中坑圳幹線,,嘉義縣,大林鎮
中坑門排水,,高雄市,林園區
中坑埤,,嘉義縣,大林鎮
中坑排水,,高雄市,田寮區
中坑溝,,臺南市,龍崎區
中坑溪,,臺中市,霧峰區
中坑溪,,新北市,三峽區
中坑溪,,花蓮縣,壽豐鄉水璉村
中里排水,,高雄市,大社區
中和排水一,,嘉義縣,水上鄉
中和街排水,,新北市,樹林區
中林排水,,嘉義縣,大林鎮
中林排水,,屏東縣,內埔鄉
中林溝,,嘉義縣,大林鎮
中林溪,,嘉義縣,大林鎮
中直坑溪,,新北市,五股區
中直坑溪,,,
中社1號排水路,,澎湖縣,望安鄉
中羌仔寮溪,,南投縣,竹山鎮
中芸排水,,高雄市,林園區
中芸漁港,,高雄市,林園區
中城排水,,宜蘭縣,員山鄉
中洋子排水路,,嘉義縣,新港鄉
中洲排水,,嘉義縣,東石鄉、布袋鎮
中洲漁港,,高雄市,旗津區
中埔子圳,,新北市,淡水區
中埤,,桃園市,中壢區
中崙支線,,新竹縣,新豐鄉
中崙排水,,新竹縣,湖口鄉、新豐鄉
中崙溝,,高雄市,田寮區
中崙溪,,新竹縣,新豐鄉
中莊大排水溝,,臺中市,東勢區
中莊溪,,屏東縣,枋寮鄉
中嵙溪,,臺中市,和平區
中嵙溪支線,,臺中市,東勢區
中港,,屏東縣,牡丹鄉
中港溪,,臺北市,北投區
中園排水,,花蓮縣,吉安鄉
中溝,,花蓮縣,富里鄉
中溝支線排水,,苗栗縣,苑裡鎮
中路坑,,南投縣,埔里鎮
中路排水,,高雄市,阿蓮區
中寮溪排水幹線,,南投縣,中寮
中興段排水,,臺中市,大里區
中興排水,,花蓮縣,富里鄉
中興湖,,臺中市,南區
中濱溪,,臺東縣,長濱鄉
中營圳,,屏東縣,車城鄉
丹大西溪,,南投縣,信義鄉
丹大東溪,,南投縣,信義鄉
五十溪,,,
五分二圳,,新竹縣,新埔鎮
