name,alt,city,town
白墓坑,,臺南市,官田區
白樹腳溪,,嘉義,
白鮑溪,,花蓮縣,秀林鄉
白鮑溪,,,
白龍溪,,金門縣,
白嶺溪,,宜蘭縣,大同鄉
白蘭溪,,新竹縣,五峰鄉
皮寮溪幹線,,桃園市,桃園區、八德區
石子坑溪,石仔坑溪,雲林縣斗六市重光里,
石子溪,,新竹縣,峨眉鄉
石子瀨排水,,臺南市,大內區
石山溝,,高雄市,內門區
石井溪,,新竹縣,峨眉鄉
石公溪,,,
石牛溝,,高雄市,田寮區
石牛溪,,雲林,
石牛溪,,屏東縣恆春鎮,
石牛溪,,屏東縣,恆春鎮
石平溪,,花蓮縣卓溪鄉,
石平溪,,花蓮縣,卓溪鄉
石灰水坑,,臺中市,太平區
石灰坑,,南投縣,仁愛鄉
石灰坑溪,,奧萬大,
石坑,,苗栗縣,銅鑼鄉
石坑子,,苗栗縣,公館鄉
石坑溪,,臺東縣,長濱鄉
石秀灣,,桃園市,復興區
石角溪,,臺中市,東勢區
石角溪,,臺北市,
石角溪支線,,臺中市,東勢區
石門圳,,新竹縣,關西鎮
石門坑溪,,新北市,石門區
石門溪,,宜蘭縣,大同鄉
石門溪,,臺東縣,長濱鄉
石泉1號排水路,,澎湖縣,馬公市
石厝坑溪,,基隆,
石厝埤,,桃園市,觀音區
石厝溝,,花蓮縣,富里鄉
石挾坑,,臺南市,六甲區
石曹溪,,臺南市,左鎮區
石曹溪,,新北市,坪林區
石梯港溪,,花蓮縣,豐濱鄉
石笱排水支線,,彰化縣,鹿港鎮、秀水鄉、花壇鄉、大村鄉、員林鎮、社頭鄉
石傘澳,,臺東縣,成功鎮
石圍牆圳,,臺中市,東勢區
石牌坑,,彰化縣,彰化市
石硦溪,,嘉義縣,
石雅溪,,臺南市,白河區
石楠溪,,屏東縣,枋寮鄉
石硿子溪,,新北市,石碇區
石碇溪,,新北市,石碇區
石腳桶溪,,臺南市,南化區
石鼓盤溪,,嘉義縣阿里山鄉,
石鼓盤溪,,嘉義縣,阿里山鄉
石鼓盤溪,,雲林縣,古坑鄉
石寧埔溪,,臺東縣,長濱鄉
石榴班溪,,雲林,
石廟子大排,,雲林縣,土庫鎮、虎尾鎮
石盤溪,,南投縣,鹿谷鄉
石盤溪,,,
石磊溪,,新竹縣,尖石鄉
石壁坑,,臺北市,文山區
石壁坑圳,,臺中市,東勢區
石壁坑圳排水,,臺中市,東勢區
石壁溪,,宜蘭縣,頭城鎮
石壁寮溝排水,,新北市,土城區
石壁潭新圳,,新竹縣,芎林鄉
石頭公二坑,,彰化縣,社頭鄉
石頭公三坑,,彰化縣,社頭鄉
石頭公四坑,,彰化縣,社頭鄉
石頭坑,,新竹縣,新埔鎮
石頭坑,,臺中市,潭子區
石頭坑幹線,,新竹縣,新埔鎮
石頭溪,,宜蘭,
石頭溪,,苗栗縣,苑裡鎮
石頭溪,,宜蘭縣,大同鄉
石龜中排二,,雲林縣,斗南鎮
石龜溪,,嘉義或雲林(界河),
石燭坑溪,,宜蘭縣,頭城鎮
石螺潭排水,,高雄市,梓官區、岡山區
石觀音坑,,苗栗縣,公館鄉
立霧溪,塔次基里溪,花蓮縣,秀林鄉
立霧溪,塔次基里溪,,
立霧溪,達梓里溪,花蓮縣,秀林鄉
立霧溪,達梓里溪,,
立霧溪,達基利溪,花蓮縣,秀林鄉
立霧溪,達基利溪,,
立霧溪,,,
龙头溪,,,
仲岳溪,,宜蘭縣,南澳鄉
伊霍霍爾溪,,花蓮縣,卓溪鄉
休督溪,,,
光前溪,,金門縣,金沙鎮
光復圳角池支線,,南投縣,魚池鄉
光復溪,,,
光華坑,,桃園市,龜山區
光華坑溪,,桃園市龜山區,
光隆村興隆村共同排水,,臺中市,太平區
光順排水支線,,屏東縣,恆春鎮
全興排水支線,,彰化縣,伸港鄉
共和排水幹線,,南投縣,集集
共和排水幹線─1,,南投縣,集集
危頭坑,,,
合坑溪,,南投縣,魚池鄉
合流溪,,宜蘭縣,南澳鄉
合界1號排水路,,澎湖縣,西嶼鄉
合歡溪,,臺中市,和平區
合歡溪,,南投縣,仁愛鄉
吉田溪,,高雄市,茂林區
吉安溪,七腳川溪,花蓮縣,吉安鄉
吉安溪,七腳川溪,,
吉安溪,,,
吉貝耍排水,,臺南市,東山區
吉洋排水,,"高雄縣,屏東縣",
吉洋溪,,屏東縣,里港鄉
吉洋溪,,高雄市,美濃區
吊狗坑,,臺南市,六甲區
吊倫溪,,,
吊崙坑,,南投縣,竹山鎮
吊湖溝排水幹線,吊學溝,南投縣,草屯
吊湖溝排水幹線─1,,南投縣,草屯
吊橋坑,,嘉義縣,大埔鄉
吊雞林排水,,高雄市,燕巢區
同安厝排水,,"臺中縣,臺中市",
同源圳排水支線,蜊仔溝,南投縣,南投
后井區排,,金門縣,烈嶼鄉
后沙區排,,金門縣,金寧鄉
后里排水,,臺中市,大甲區、外埔區
后垵溪區排,,金門縣,金城鎮金寧鄉
后湖區排,,金門縣,金寧鄉
后溪底支線,,臺中市,霧峰區
后溪底排水,,臺中市,霧峰區
后寮溪排水幹線,,南投縣,中寮
后盤區排,,金門縣,金寧鄉
后頭區排,,金門縣,烈嶼鄉
后豐港區排,,金門縣,金城鎮
后壟區排,,金門縣,金湖鎮
向天池,,桃園市,八德區
在來溪谷,,嘉義縣,水上鄉
地那巴蘭溪,,臺東縣,金峰鄉
圳子頭坑溪,,新北市,鶯歌區
圳寮坑,,臺中市,東勢區
圳頭中排三,,雲林縣,四湖鄉
圳頭坑,,臺南市,南化區
圳頭坑溪,,雲林縣,古坑鄉
圳頭坑溪,,宜蘭縣,蘇澳鎮
圳頭坑溪,,雲林縣新庄村,
圳頭溪,,苗栗縣,通霄鎮
圳頭溪排水,,苗栗縣,通霄鎮
多利溪,,臺東縣,金峰鄉
多望溪,土場溪,宜蘭縣大同鄉,
多望溪,土場溪,,
好收圳幹線,,嘉義縣,民雄鄉
好收排水路,,嘉義縣,民雄鄉
好茶溪,,屏東縣,三地門鄉
好蘭溪,,南投縣,信義鄉
宅後溝,,嘉義縣,中埔鄉
宇內溪,,桃園市,復興區
宇內溪,,,
安平坑,,宜蘭縣,冬山鄉
安平坑排水,,宜蘭縣,冬山鄉
安平坑溪,,,
安平港,,臺南市,安平區
安平新港,,臺南市,安平區
安生魚池,,花蓮縣,瑞穗鄉
安宅1號排水路,,澎湖縣,馬公市
安坑溪,,,
安良港,(迴轉池),臺中市,梧棲區
安良港排水,,臺中市,梧棲區
安來溪,,花蓮縣,萬榮鄉
安來溪,,,
安坡溪,,屏東縣,高樹鄉
安坡溪,,,
安坡溪排水支線,,屏東縣,高樹鄉
安夜西溪,,花蓮縣,瑞穗鄉
安夜西溪,,,
安定排水,,臺南市,善化區、安定區
安東一排分線,,彰化縣,鹿港鎮秀水鄉
安東二排支線,,彰化縣,秀水鄉
安朔溪,,,
安朔溪支流,,臺東縣,達仁鄉
安通溪,,,
安富水庫,,花蓮縣,光復鄉
安順寮排水,,臺南市,安定區、善化區
安順寮排水,,"臺南縣,臺南市",
安農溪,,,
安農溪,,宜蘭,
安農溪支流,,宜蘭縣,冬山鄉
安達溪,,,
安慶圳大排,,雲林縣,虎尾鎮、土庫鎮
尖刀尾溪,,屏東縣,來義鄉
尖子鹿溪,,新北市,石門區
尖山3號排水路,,澎湖縣,湖西鄉
尖山下圳,,苗栗縣,頭份市
尖山大排,,雲林縣,口湖鄉、水林鄉
尖山支線,,新北市,鶯歌區
尖山坑溪,,雲林縣,古坑鄉
尖山坑溪,,南投縣,竹山鎮
尖山埤水庫,,臺南市,柳營區
尖山湖小坑溪,,新北市,石門區
尖山溪,,嘉義縣,中埔鄉
尖山腳溪,,,
尖仔坑溪,,臺南市,白河區
庄子內溝排水幹線,,新北市,淡水區
庄界支線,,臺中市,清水區
成功2號排水路,,澎湖縣,湖西鄉
成功湖,,新竹市,東區
成功澳,,臺東縣,成功鎮
成功嶺排水,,臺中市,大肚區
成渠一圳,,新北市,三芝區
成德圳一線,,屏東縣,萬巒鄉
成德圳二線,,屏東縣,萬巒鄉
成德圳五線,,屏東縣,萬巒鄉
成德圳六線,,屏東縣,萬巒鄉
成德排水幹線,,屏東縣,萬巒鄉
托竹路坑,,屏東縣,恆春鎮
托亞奇伊溪,,高雄市,那瑪夏區
托博闊溪,,花蓮縣,秀林鄉
早知排水,,嘉義縣,大林鎮
旭海溪,,屏東縣,牡丹鄉
旭海溪,,,
有才寮大排,,雲林縣,臺西、東勢、褒 忠、土庫、虎尾
有水坑,,彰化縣,二水鄉
有應公坑,,彰化縣,花壇鄉
朱丹灣溪,,雲林縣,斗六市
朴子溪,,,
朴子溪排水支線,,屏東縣,高樹鄉
次考干溪,,,
次考干溪,,宜蘭縣,南澳鄉
次高溪,,苗栗,
次高溪,,苗栗縣,泰安鄉
次高溪北源,,苗栗縣,泰安鄉
死湖,,宜蘭縣,南澳鄉
汕尾漁港,,高雄市,林園區
汝仍溪,,屏東,
江西林排水支線,,南投縣,竹山
江某溪,,嘉義縣,番路鄉
江森溝,,高雄市,田寮區
江森溝,,臺南市,龍崎區
池上大坡池排水,,臺東縣,池上鄉
池上國中排水,,臺東縣,池上鄉
池有溪,,臺中市,和平區
池西1號排水路,,澎湖縣,西嶼鄉
灰瑤子溪,,新北市,淡水區
灰寮溝支線排水,,苗栗縣,頭份鎮、竹南鎮
灰寮溝排水,,苗栗縣,竹南鎮
灰寮溪,,苗栗縣,竹南鎮
灰窯溪,,新北市,平溪區
百字坑溪,,高雄市,內門區
百字坑溪,,,
竹子坑,,臺南市,六甲區
竹子坑,,臺中市,太平區
竹子門排水,,高雄市,仁武區
竹子門溝,,高雄市,美濃區
竹子腳坑,,南投縣,水里鄉
竹子腳排水,,臺南市,新營區、鹽水區
竹仔坑,,彰化縣,員林市
竹仔坑溪,,嘉義縣,梅山鄉
竹仔港排水,,高雄市,永安區
竹仔溝,,花蓮縣,富里鄉
竹田排水,,花蓮縣,富里鄉
竹安排水,,宜蘭縣,礁溪鄉
竹安溪,,宜蘭縣,頭城鎮
竹坑,,嘉義縣,大埔鄉
竹坑,,南投縣,國姓鄉
竹坑北坑,,臺中市,龍井區
竹坑溪,,屏東縣,枋山鄉
竹坑溪,,南投縣,中寮鄉
竹坑溪,,臺南市,南化區
竹坑溪,,,
竹東北圳,,新竹縣,竹東鎮
竹東圳,,新竹縣,竹東鎮
竹東圳支線,,新竹縣,竹東鎮
竹東南圳,,新竹縣,竹東鎮
竹林北溪,,臺中市,沙鹿區
竹林坑排水,,彰化縣,芬園鄉
竹林南溪,,臺中市,沙鹿區
竹林埤,,彰化縣,芬園鄉
竹社溪,,屏東,
竹門大排,,臺南市,白河區
竹後排水,,高雄市,仁武區
竹竿埤,,桃園市,大園區
竹桐坑排水,,苗栗縣,大湖鄉
竹桶坑溪,,,
竹圍子上圳,,新北市,淡水區
竹圍子排水支線,,彰化縣,和美鎮
竹圍圳,,苗栗縣,銅鑼鄉
竹圍埤東溪,,屏東縣,屏東市
竹圍溪,,臺南市,"楠西區,玉井區"
竹圍漁港,,桃園市,大園區
竹湖,,新竹市,東區
竹湖坑,,臺南市,六甲區
竹湖溪,,臺南市,玉井區
竹湖溪,,,
竹筏港之一排水,,臺南市,安南區
竹筏港之二排水,,臺南市,安南區
竹溪,臺南東幹線排水溝,臺南市,"東區,中西區,南區"
竹溪,,臺南市,
竹腳溪,,高雄市,六龜區
竹窩溪,,臺北市,士林區
竹蒿,,桃園市,觀音區
竹寮排水,,高雄市,大樹區、鳥松區
竹篙坑,,臺中市,霧峰區
竹興坑排水,,彰化縣,芬園鄉
竹興坑排水,,臺中市,烏日區
竹興坑溪,,彰化,
竹灣1號排水路,,澎湖縣,西嶼鄉
竹灣2號排水路,,澎湖縣,西嶼鄉
竹灣4號排水路,,澎湖縣,西嶼鄉
米米拉喜溪,,臺中市,和平區
米亞丸溪,,花蓮縣,秀林鄉
米亞桑溪,,花蓮縣,卓溪鄉
米粉寮支線,,臺中市,清水區
米粉寮溪,,臺中市,清水區
米粉寮溪,,,
米粉寮溪第一支線,,臺中市,清水區
米摩登溪,,宜蘭縣,大同鄉
米磨登溪,,宜蘭,
米籠坑,,南投縣,水里鄉
羊稠坑溪,,桃園市,龜山區
羊稠厝大排,,雲林縣,口湖鄉、四湖鄉
羊稠厝排水,,臺南市,學甲區
羊寮溪,,桃園市,新屋區
羊寮溪,,新竹縣,新豐鄉
羊寮溪,,,
老人北溪,,,
老人北溪,,高雄市,那瑪夏區
老人南溪,,,
老人南溪,,高雄市那瑪夏區,
老人南溪,,高雄市,那瑪夏區
老人溪,,高雄市那瑪夏區,
老公堀排水,,高雄市,阿蓮區
老田寮溪,,,
老田寮溪,,苗栗,
老庄溪,,苗栗,
老庄溪排水,,苗栗縣,卓蘭鎮
老西溪,,花蓮縣,秀林鄉
老坑溪,,,
老坑溪,,桃園市,楊梅區
老坑溪幹線,,桃園市,楊梅區
老社寮圳,,新竹縣,關西鎮
老埤,,桃園市,蘆竹區
老埤排水幹線,,屏東縣,內埔鄉
老莊溪,,苗栗縣,卓蘭鎮
老湖口排水,,新竹縣,湖口鄉
老街溪,,,
老碑圳,,屏東縣,萬巒鄉
老雞隆溪,,苗栗,
老藤湖坑,,臺南市,南化區
考試潭排水,,嘉義縣,布袋鎮
考潭排水,,高雄市,仁武區
耳無溪,,臺中市,和平區
耳無溪,,,
行健溪,,宜蘭縣,三星鄉
行健溪,,,
西山排水,,苗栗縣,苗栗市
西公林溝,,臺南市,龍崎區
西布喬溪,,,
西瓦少溪,,,
西安2號排水路,,澎湖縣,望安鄉
西安中排,,雲林縣,東勢鄉
西坑,,新竹縣,關西鎮
西坑溪,,金門縣,
西坑溪,,新力里,
西定河,,基隆市,中山區
西定河,,,
西埔中排,,臺南市,北門區、學甲區
西海路區排,,金門縣,金城鎮
西都驕溪,,屏東縣,獅子鄉
西都驕溪支流,,屏東縣,獅子鄉
西都驕溪支線,,屏東縣,獅子鄉
西麥寮排水,,雲林縣,麥寮鄉
西喀拉溪,,,
西港坑,,臺南市,六甲區
西港排水,,臺南市,西港區
西湖1號排水路,,澎湖縣,七美鄉
西湖2號排水路,,澎湖縣,七美鄉
西湖區排,,金門縣,烈嶼鄉
西湖溪,,,
西湖溪支流,,苗栗縣,三義鄉
西勢水庫(自來水公司,,基隆市,暖暖區
西勢坑,,高雄市,六龜區
西勢坑,,,
西勢溪,,新北市,金山區
西勢溪排水幹線,,新北市,金山區
西溪,,,
西衛1號排水路,,澎湖縣,馬公市
西機場排水,,"臺南縣,臺南市",
西螺大排,,雲林縣,二崙鄉、西螺鎮
伯公坑溪,,高雄市,美濃區
伯公岡支線,,"桃園縣,新竹縣",
伯公溪,,苗栗縣,三義鄉
伸港溪底排水幹線,,彰化縣,伸港鄉
伽溪,,臺東縣,卑南鄉
伽溪,,,
伽藍港,富岡漁港,臺東縣,臺東市
但僈溪,,臺東縣,長濱鄉
何姓溪排水幹線,,新竹市,北區
冷水坑,,臺南市,官田區
冷水坑,,苗栗縣,竹南鎮
冷水坑圳,,屏東縣,九如鄉
冷水坑排水,,南投縣,竹山鎮
冷水坑溪,,臺北市,士林區
冷水坑溪,,新北市,五股區
冷水坑溪,,新竹市,東區
冷水坑溪,,新竹,
冷水埤,,臺南市,新化區
冷巖坑溪,,,
初見溪,,,
刣牛坑排水支線,,南投縣,埔里
利哈岸溪,,花蓮縣,光復鄉
利嘉溪,,臺東縣,卑南鄉
利嘉溪,,,
吧沙加魯溪,,,
吳再溪,,花蓮縣,富里鄉
吳再溪南溪,,,
吳厝中排,,雲林縣,虎尾鎮
吳厝北圳,,南投縣,集集鎮
呂範溪,,,
坊寮坑,,南投縣,竹山鎮
坑口埤,,南投縣,集集鎮
坑口溪,,嘉義縣,梅山鄉
坑子口支線,,新竹縣,新豐鄉
坑子口圳,,桃園市,蘆竹區
坑子底埤排水支線,,南投縣,竹山
坑子溪,,桃園市,大園區
坑子溪,,,
坑內坑,,彰化縣,二水鄉
坑內坑排水幹線,,南投縣,名間
坑內坑排水幹線─1,,南投縣,名間
坑內坑排水幹線─2,,南投縣,名間
坑內坑排水幹線─2─1,,南投縣,名間
坑內坑排水幹線─2─1─1,,南投縣,名間
坑內坑排水幹線─2─2,,南投縣,名間
坑內坑排水幹線─3,,南投縣,名間
坑內坑溪,,南投縣,名間鄉
坑內溝,,臺南市,玉井區
坑內溝,,,
坑內溪,,新北市,貢寮區
坑內溪,,臺南市,白河區
坑内溪,,,
坑仔背坑,,嘉義縣,水上鄉
坑仔背坑,,,
坑仔背坑溪,,嘉義水上鄉南鄉村,
坑尾埤,,桃園市,觀音區
坑角溝,,高雄市,旗山區
坑埤圳,,嘉義縣,大林鎮
坔埔排水,,高雄市,鳳山區、鳥松區
壯西排水,,宜蘭縣,壯圍鄉
壯東一大排,,宜蘭縣,壯圍鄉
宋文坑,,臺中市,東勢區
宏農大魚池,,南投縣,魚池鄉
尾敏溪,,南投縣,仁愛鄉
尾敏溪,,,
尾寮排水支線,,屏東縣,高樹鄉
尾寮溪,,新北市,雙溪區
岐頭1號排水路,,澎湖縣,白沙鄉
岐頭2號排水路,,澎湖縣,白沙鄉
志清湖,,桃園市,龜山區
志學排水,,花蓮縣,壽豐鄉
抄封埤,,南投縣,草屯鎮
抄封埤排水幹線,,南投縣,草屯
抄封埤排水幹線─1,,南投縣,草屯
旱坑,,臺中市,太平區
旱坑,,新竹縣,新埔鎮
旱坑子幹線,,新竹縣,新埔鎮
旱坑排水,,臺中市,東勢區
旱知溪,,嘉義縣,大林鎮
旱埤(桃園大圳第十一,,桃園市,新屋區
旱埤仔(水庫),,苗栗縣,通霄鎮
旱溝排水,,臺中市,后里區
旱溪,,嘉義縣,梅山鄉
旱溪排水,,"臺中縣,臺中市",
旱窩壢支線,,新竹縣,新埔鎮
李寶興排水,,宜蘭縣,礁溪鄉
杜風排水,,花蓮縣,玉里鎮
杜風溪,,花蓮縣,玉里鎮
汶水坑幹線,,新竹縣,新埔鎮
汶水河,,新竹縣,新埔鎮
汶水河,,,
汶水溪,,,
汶水溪,,苗栗,
沙巴巴爾溪,,,
沙坑,,苗栗縣,三灣鄉
沙崙-武東窩仔底排水,,臺南市,歸仁區
沙崙溪,,臺東縣,太麻里鄉
沙連溪,沙連溪排水,臺中市,石岡區
沙連溪排水,沙連溪,臺中市,東勢區
沙港1號排水路,,澎湖縣,湖西鄉
沙港2號排水路,,澎湖縣,湖西鄉
沙溪河,,屏東縣,三地門鄉
沙漠溪,,屏東縣,高樹鄉
沙漠溪排水支線,,屏東縣,高樹鄉
沙蓮溪,,臺中市,和平區
沙灣溪,,,
牡丹溪,,屏東,
牡丹溪,,新北市,雙溪區
秀才窩幹線,,桃園市,楊梅區
秀水寮坑,,彰化縣,花壇鄉
秀姑巒溪,,臺東縣,池上鄉
秀姑巒溪,,,
秀柯溪,,臺中市,和平區
秀巒溪,,,
肚兜角圳,,苗栗縣,三灣鄉
良里溪,卡那剛溪,花蓮縣,秀林鄉
良里溪,卡那剛溪,,
良里溪,,,
良里溪(卡那剛溪),卡那剛溪,花蓮縣,秀林鄉
良宗圳,,宜蘭縣,蘇澳鎮
良鑾溪,,屏東縣,滿州鄉
芊蓁坑溪,,新北市,平溪區
芊蓁林溪,,新北市,平溪區
芊蓁林溪,,,
芋真崙坑,,南投縣,竹山鎮
芎林舊圳,,新竹縣,芎林鄉
芎蕉坑,,苗栗縣,苑裡鎮
芎蕉坑,,,
芒子芒埤,,臺南市,玉井區
芒子芒埤幹線第一支線,,臺南市,玉井區
芒子芒埤幹線第二支線,,臺南市,玉井區
芒子芒埤幹線第四支線,,臺南市,玉井區
芒果坑溪,,臺南市,南化區
角坑,,嘉義縣,大埔鄉
角秀小排四,,臺南市,官田區
角埔溪,,高雄市,甲仙區
角宿支線,,高雄市,燕巢區
角帶圍中排,,臺南市,新營區
谷溪,,臺南市,山上區
豆子埔溪,,新竹縣,竹北市
豆子埔溪,,新竹市,北區
豆子埔溪幹線,,新竹縣,竹北市
赤山圳,,屏東縣,萬巒鄉
赤山圳七線,,屏東縣,萬巒鄉
赤山圳五線,,屏東縣,萬巒鄉
赤山圳六線,,屏東縣,萬巒鄉
赤山新圳,,屏東縣,泰武鄉
赤皮寮溪,,宜蘭縣,大同鄉
赤崁1號排水路,,澎湖縣,白沙鄉
赤崁2號排水路,,澎湖縣,白沙鄉
赤馬1號排水路,,澎湖縣,西嶼鄉
赤鹿坑溪,,宜蘭,
赤鹿坑溪,,宜蘭縣,大同鄉
赤鹿坑溪,,嘉義縣,
赤塗崎排水幹線,,桃園市,蘆竹區
赤塗崎溪,,桃園市,蘆竹區
赤塗崎溪,,新北市,林口區
赤蘭坑,,南投縣,竹山鎮
赤蘭溪,,,
車店埤,,桃園市,大園區
車城埤幹線,,屏東縣,車城鄉
車路壢支線,,新竹縣,新埔鎮
車籠埤排水,,臺中市,霧峰區
那多繳薩溪,,高雄市,那瑪夏區
那多羅薩溪,,,
那托爾溪,,高雄市,那瑪夏區
那托爾薩溪,,,
那次蘭溪,,,
那次蘭溪,,高雄市那瑪夏區,
那次蘭溪,,高雄市,那瑪夏區
那拔林溪,,臺南市,山上區
那馬喀班溪,,南投縣,信義鄉
那馬喀班溪,,,
那羅溪,,新竹縣,尖石鄉
邦復坑圳,,高雄市,六龜區
邦復坑圳第一支線,,高雄市,六龜區
邦復坑圳第二支線,,高雄市,六龜區
邦復坑圳第二支線一分,,高雄市,六龜區
邦復坑圳第三支線,,高雄市,六龜區
邦腹北溪,,高雄市,桃源區
邦腹南溪,,高雄市,桃源區
邦腹溪,,高雄市,六龜區
邦腹溪,,,
里仁溪,汝仍溪,屏東縣,牡丹鄉
里仁溪,汝仍溪,,
里仁溪,,,
里仁溪(汝仍溪),汝仍溪,屏東縣,牡丹鄉
里漏排水,,花蓮縣,吉安鄉
亞知巴溪,,,
亞美坑溪,,,
佳山溪,,花蓮縣,秀林鄉
佳平溪,,屏東,
佳平溪排水幹線,,屏東縣,萬巒鄉
佳佐圳,,屏東縣,萬巒鄉
佳里排水支線,,臺南市,麻豆區、佳里區、將軍區
佳佳站溪,,臺東縣,達仁鄉
佳保溪,,臺中市,和平區
佳崙排水,,臺東縣,太麻里鄉
來布安溪,,屏東縣,霧臺鄉
來社溪,,屏東縣,來義鄉
依仁溝,,臺南市,仁德區
典寶溪,,高雄市,梓官區
典寶溪,,,
典寶溪排水,,高雄市,梓官區、橋頭區、岡山區、楠梓區
典寶溪排水,,"高雄縣,高雄市",
刺仔埔,,臺中市,潭子區
卑南大溪,,,
卑南溪,,,
卓溪,,,
卓蘭圳支線排水,,苗栗縣,卓蘭鎮
和平北溪,大濁水北溪,宜蘭縣,南澳鄉
和平北溪,大濁水北溪,,
和平北溪,,宜蘭,
和平民生排水,,臺中市,梧棲區
和平南溪,大濁水南溪,花蓮縣,秀林鄉
和平南溪,大濁水南溪,宜蘭縣,南澳鄉
和平南溪,大濁水南溪,,
和平南溪,,宜蘭,
和平溪,大濁水溪,花蓮縣,秀林鄉
和平溪,,,
和美排水支線,,彰化縣,和美鎮
和興坑排水,,南投縣,南投市
和興坑排水幹線,,南投縣,南投
和興溪,,苗栗縣,獅潭鄉
咕咾坑,,花蓮縣,富里鄉
固床工,,,
坡內坑排水,,新北市,樹林區
坡內埤,,桃園市,觀音區
坡瓜子埤,,桃園市,觀音區
坡頭漁港,,新竹縣,新豐鄉
坦水坑溪,,高雄市,美濃區
坩林埤溝,,新北市,土城區
坪子腳排水支線,,南投縣,草屯
坪林坑,,苗栗縣,卓蘭鎮
坪林排水,,臺中市,太平區
坪頂坑,,臺南市,東山區
坪頂排水,,花蓮縣,玉里鎮
坪頂頭排水分線,,南投縣,草屯
坪瀨溪,,南投縣,信義鄉
奄江岸坑,,南投縣,國姓鄉
奄江岸坑,,,
奇美西溪,,花蓮縣,瑞穗鄉
奇美西溪,,,
奇美東溪,,花蓮縣,瑞穗鄉
奇美東溪,,,
奇美溪,,花蓮縣,瑞穗鄉
奇美溪,,,
奇萊溪,,花蓮,
奇萊溪,柴田溪,花蓮縣,秀林鄉
奇萊溪,柴田溪,,
姑子崙溪,,臺東縣,達仁鄉
姑娘溪,,彰化縣,花壇鄉
姑婆寮排水,,高雄市,大樹區
姑婆寮溪,,新北市,坪林區
官田中排,,臺南市,官田區
官藏排水幹線,,屏東縣,萬巒鄉
宜梧大排,,雲林縣,口湖鄉
宜蘭河,,,
宜蘭河,,宜蘭,
宜蘭河,,宜蘭縣,員山鄉
尚義區排,,金門縣,金湖鎮
岡山仔溪,,高雄市,內門區
岡林溪,,臺南市,左鎮區
岡林溪,,,
岸內排水,,臺南市,鹽水區、學甲區
帖布帖開溪,,高雄市那瑪夏區,
帖布帖開溪,,高雄市,那瑪夏區
帖畢倫溪,,南投縣,仁愛鄉
幸原溪,,,
幸福川,,,
店子岡崁下圳,,新竹縣,關西鎮
店子埤,,桃園市,大園區
庚寮坑排水,,新竹縣,峨眉鄉
府番大排,,雲林縣,北港鎮
延平排水,,雲林縣,土庫鎮、虎尾鎮
延潭大排,,雲林縣,大埤鄉
忠孝新村區排,,金門縣,金沙鎮
忠和中排水,,臺中市,龍井區
怕怕西溪,,高雄市,桃源區
怡勘溪,,花蓮,
怡堪溪,知亞干溪,花蓮縣,萬榮鄉
怡堪溪,知亞干溪,,
怡堪溪(知亞干溪),知亞干溪,花蓮縣,秀林鄉
房裡溪,,,
抬耀溪,,新竹縣,尖石鄉
抬耀溪,,桃園市,復興區
抵美簡圳,,宜蘭縣,頭城鎮
抵美簡排水,,宜蘭縣,頭城鎮
抽藤坑,,臺中市,新社區
抽藤坑溪,,,
拉巴丸溪,,,
拉巴薩巴溪,,高雄市,桃源區
拉巴灣溪,,宜蘭縣,大同鄉
拉克斯溪,,高雄市桃源區,
